timestamp,response,url,clientip,"machine.os",tags
"Feb 18, 2023 @ 15:32:57.963",200,"https://www.elastic.co/downloads/beats/metricbeat","190.43.53.42",osx,"success, info"
"Feb 18, 2023 @ 15:31:41.051",200,"https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css","227.185.198.250","win 7","success, info"
"Feb 18, 2023 @ 15:26:44.611",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip","1.69.35.74","win 7","success, info"
"Feb 18, 2023 @ 15:24:01.468",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","160.98.91.51","win 8","success, security"
"Feb 18, 2023 @ 15:06:46.230",200,"https://cdn.elastic-elastic-elastic.org/styles/semantic-ui.css","4.19.56.13",osx,"success, info"
"Feb 18, 2023 @ 15:05:16.239",200,"https://elastic-elastic-elastic.org/people/type:astronauts/name:aleksei-yeliseyev/profile","231.122.114.195","win 8","success, security"
"Feb 18, 2023 @ 15:01:45.505",503,"https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","215.255.196.98",ios,"success, info"
"Feb 18, 2023 @ 15:01:12.263",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","182.210.233.218","win 8","error, info"
"Feb 18, 2023 @ 14:59:08.718",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","213.235.30.99","win 7","success, security"
"Feb 18, 2023 @ 14:56:36.794",200,"https://cdn.elastic-elastic-elastic.org/styles/app.css","70.123.43.73","win xp","success, info"
"Feb 18, 2023 @ 14:54:19.359",200,"https://www.elastic.co/downloads/enterprise","80.120.200.203",osx,"success, security"
"Feb 18, 2023 @ 14:49:10.027",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","193.185.70.83",osx,"success, info"
"Feb 18, 2023 @ 14:40:19.231",200,"https://www.elastic.co/downloads/beats/filebeat","134.207.255.214","win xp","error, login"
"Feb 18, 2023 @ 14:38:37.020",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","126.52.97.147","win 7","error, info"
"Feb 18, 2023 @ 14:33:36.244",200,"https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","82.10.161.220","win 7","success, login"
"Feb 18, 2023 @ 14:31:46.108",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","111.145.74.194","win 7","error, info"
"Feb 18, 2023 @ 14:30:14.494",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip","254.87.85.141","win xp","success, security"
"Feb 18, 2023 @ 14:28:56.494",200,"https://cdn.elastic-elastic-elastic.org/styles/app.css","89.126.79.194","win xp","error, info"
"Feb 18, 2023 @ 14:28:49.532",200,"https://www.elastic.co/downloads/beats/filebeat","42.161.94.42","win xp","success, security"
"Feb 18, 2023 @ 14:28:42.700",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","245.25.229.135","win 7","success, security"
"Feb 18, 2023 @ 14:25:56.638",200,"https://www.elastic.co/downloads/elasticsearch","209.62.35.219","win 7","success, info"
"Feb 18, 2023 @ 14:23:33.839",200,"https://www.elastic.co/downloads/beats/metricbeat","229.133.251.108",ios,"success, info"
"Feb 18, 2023 @ 14:23:14.532",200,"https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","20.102.50.96","win 7","success, info"
"Feb 18, 2023 @ 14:22:03.697",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","107.113.86.210",osx,"success, security"
"Feb 18, 2023 @ 14:19:18.802",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","177.111.217.54","win xp","warning, security"
"Feb 18, 2023 @ 14:17:39.187",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip","230.180.158.215",osx,"success, login"
"Feb 18, 2023 @ 14:17:26.996",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","190.234.218.253",osx,"success, info"
"Feb 18, 2023 @ 14:16:01.854",404,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz","250.32.4.52","win 8","success, info"
"Feb 18, 2023 @ 14:15:27.832",200,"https://www.elastic.co/downloads/beats/metricbeat","230.216.156.248","win 8","success, login"
"Feb 18, 2023 @ 14:08:33.186",200,"https://www.elastic.co/downloads","70.35.217.22","win 8","error, info"
"Feb 18, 2023 @ 14:05:58.054",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip","15.157.237.110","win 7","success, info"
"Feb 18, 2023 @ 14:05:02.998",200,"https://www.elastic.co/downloads/beats/metricbeat","128.194.160.151",ios,"success, info"
"Feb 18, 2023 @ 14:04:43.041",200,"https://www.elastic.co/downloads/enterprise","155.21.88.247",osx,"success, info"
"Feb 18, 2023 @ 14:04:09.145",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","4.19.56.13","win 7","success, info"
"Feb 18, 2023 @ 14:03:21.632",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","105.32.126.44","win 7","success, info"
"Feb 18, 2023 @ 14:03:19.401",200,"https://cdn.elastic-elastic-elastic.org/styles/ads.css","232.238.211.59",ios,"success, info"
"Feb 18, 2023 @ 13:49:17.114",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","125.112.150.127","win 7","success, info"
"Feb 18, 2023 @ 13:48:34.705",200,"https://cdn.elastic-elastic-elastic.org/styles/app.css","19.253.238.55",ios,"error, info"
"Feb 18, 2023 @ 13:38:57.851",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","208.157.177.235",osx,"success, info"
"Feb 18, 2023 @ 13:38:53.966",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","122.140.63.126","win 7","success, info"
"Feb 18, 2023 @ 13:29:38.285",200,"https://www.elastic.co/solutions/enterprise-search","150.172.162.146",ios,"error, info"
"Feb 18, 2023 @ 13:29:13.033",200,"https://www.elastic.co/downloads/apm","110.213.201.215","win 7","success, info"
"Feb 18, 2023 @ 13:24:33.168",200,"https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","116.174.134.165","win 8","success, info"
"Feb 18, 2023 @ 13:23:12.399",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","114.88.248.26","win xp","success, info"
"Feb 18, 2023 @ 13:21:31.910",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-windows-x86_64.zip","39.59.130.38","win 8","success, security"
"Feb 18, 2023 @ 13:21:04.235",200,"https://www.elastic.co/downloads/beats/metricbeat","226.241.242.182","win xp","success, info"
"Feb 18, 2023 @ 13:20:57.539",200,"https://cdn.elastic-elastic-elastic.org/styles/app.css","237.31.111.6","win 7","success, info"
"Feb 18, 2023 @ 13:14:35.856",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz","20.126.170.212",osx,"success, info"
"Feb 18, 2023 @ 13:13:23.611",200,"https://www.elastic.co/downloads/beats","31.218.136.66","win xp","success, info"
"Feb 18, 2023 @ 13:13:13.532",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip","27.125.25.29","win 7","success, info"
"Feb 18, 2023 @ 13:05:49.636",200,"https://www.elastic.co/downloads/apm","184.50.180.99","win xp","success, info"
"Feb 18, 2023 @ 13:05:15.644",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","34.68.206.75","win 7","success, security"
"Feb 18, 2023 @ 13:04:16.643",200,"https://www.elastic.co/products","156.216.8.120","win 8","warning, info"
"Feb 18, 2023 @ 13:01:45.437",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","17.253.125.140","win xp","success, info"
"Feb 18, 2023 @ 13:00:26.641",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip","49.215.151.56",osx,"warning, info"
"Feb 18, 2023 @ 12:57:24.147",200,"https://www.elastic.co/downloads/enterprise","35.143.166.159","win 8","success, security"
"Feb 18, 2023 @ 12:57:10.848",200,"https://www.elastic.co/downloads/enterprise","96.16.214.127",ios,"success, security"
"Feb 18, 2023 @ 12:47:15.227",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","28.86.156.19","win 7","success, info"
"Feb 18, 2023 @ 12:41:25.921",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz","1.40.4.126",osx,"success, security"
"Feb 18, 2023 @ 12:37:59.682",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","26.150.255.63","win 8","success, info"
"Feb 18, 2023 @ 12:37:59.540",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","211.199.69.157",ios,"warning, info"
"Feb 18, 2023 @ 12:36:46.526",200,"https://www.elastic.co/downloads/beats/metricbeat","110.165.116.123",ios,"warning, info"
"Feb 18, 2023 @ 12:33:04.731",200,"https://www.elastic.co/downloads/enterprise","6.250.197.82","win xp","success, info"
"Feb 18, 2023 @ 12:32:27.971",503,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","44.162.98.106",ios,"error, info"
"Feb 18, 2023 @ 12:32:22.582",404,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","221.241.228.46",ios,"success, info"
"Feb 18, 2023 @ 12:28:35.111",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","72.107.255.52","win 7","success, info"
"Feb 18, 2023 @ 12:27:09.088",200,"https://www.elastic.co/solutions/business-analytics","84.3.192.254",ios,"success, security"
"Feb 18, 2023 @ 12:26:45.698",503,"https://www.elastic.co/downloads","134.157.177.139","win xp","success, info"
"Feb 18, 2023 @ 12:26:34.891",200,"https://www.elastic.co/downloads/apm","9.36.58.163","win 8","success, info"
"Feb 18, 2023 @ 12:26:20.499",404,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","198.72.109.109","win 7","success, info"
"Feb 18, 2023 @ 12:13:44.055",200,"https://www.elastic.co/downloads/apm","208.144.38.239","win 7","success, info"
"Feb 18, 2023 @ 12:07:54.828",200,"https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css","37.50.224.168","win 7","success, info"
"Feb 18, 2023 @ 12:05:29.966",404,"https://cdn.elastic-elastic-elastic.org/styles/ads.css","162.149.224.222","win xp","success, info"
"Feb 18, 2023 @ 12:05:03.979",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","129.117.16.146","win 7","success, login"
"Feb 18, 2023 @ 12:02:30.020",200,"https://www.elastic.co/downloads/enterprise","174.80.78.221","win 8","success, security"
"Feb 18, 2023 @ 12:01:31.045",200,"https://www.elastic.co/downloads/beats/metricbeat","226.13.220.192","win 7","success, security"
"Feb 18, 2023 @ 11:57:44.359",200,"https://cdn.elastic-elastic-elastic.org/styles/ads.css","68.198.144.4",ios,"success, info"
"Feb 18, 2023 @ 11:57:09.800",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","250.240.211.48",ios,"success, info"
"Feb 18, 2023 @ 11:56:31.571",200,"https://www.elastic.co/downloads/beats/filebeat","65.216.28.125","win 8","success, login"
"Feb 18, 2023 @ 11:55:26.175",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","184.174.119.185","win 8","success, login"
"Feb 18, 2023 @ 11:54:10.114",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","39.13.31.223","win xp","warning, security"
"Feb 18, 2023 @ 11:42:56.020",200,"https://cdn.elastic-elastic-elastic.org/styles/semantic-ui.css","17.63.190.199",osx,"success, security"
"Feb 18, 2023 @ 11:42:44.650",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","110.248.232.101",osx,"error, info"
"Feb 18, 2023 @ 11:42:37.961",200,"https://cdn.elastic-elastic-elastic.org/styles/semantic-ui.css","17.111.163.53","win xp","success, info"
"Feb 18, 2023 @ 11:42:24.960",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","231.173.169.84",ios,"success, security"
"Feb 18, 2023 @ 11:42:08.998",200,"https://www.elastic.co/downloads","165.175.216.242","win 7","success, info"
"Feb 18, 2023 @ 11:40:41.791",503,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","230.13.157.228",ios,"success, info"
"Feb 18, 2023 @ 11:39:38.178",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-windows-x86_64.zip","84.145.10.104","win 8","success, info"
"Feb 18, 2023 @ 11:38:04.358",200,"https://www.elastic.co/downloads/beats/filebeat","182.210.233.218",ios,"success, info"
"Feb 18, 2023 @ 11:35:45.269",200,"https://www.elastic.co/downloads/enterprise","194.196.1.74","win 7","success, login"
"Feb 18, 2023 @ 11:35:45.131",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","155.184.61.138",osx,"success, info"
"Feb 18, 2023 @ 11:34:48.498",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","65.129.211.245","win xp","success, info"
"Feb 18, 2023 @ 11:33:25.145",200,"https://cdn.elastic-elastic-elastic.org/styles/main.css","223.175.157.201",osx,"success, info"
"Feb 18, 2023 @ 11:31:16.833",503,"https://www.elastic.co/products","65.45.138.4","win xp","success, info"
"Feb 18, 2023 @ 11:28:28.928",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","143.33.75.200","win 7","success, info"
"Feb 18, 2023 @ 11:27:27.312",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-windows-x86_64.zip","124.24.238.110","win 7","error, info"
"Feb 18, 2023 @ 11:27:24.698",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","55.89.141.209",osx,"success, info"
"Feb 18, 2023 @ 11:24:08.279",404,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","60.128.98.9","win 7","warning, security"
"Feb 18, 2023 @ 11:23:19.522",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","160.187.94.51","win xp","success, info"
"Feb 18, 2023 @ 11:23:08.187",200,"https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","3.153.166.21",ios,"success, info"
"Feb 18, 2023 @ 11:21:29.907",200,"https://www.elastic.co/downloads/apm","2.49.53.218",ios,"success, info"
"Feb 18, 2023 @ 11:21:05.537",200,"https://www.elastic.co/products","231.142.187.121","win xp","success, info"
"Feb 18, 2023 @ 11:19:00.008",200,"https://www.elastic.co/solutions/metrics","44.209.117.254","win 8","success, info"
"Feb 18, 2023 @ 11:18:38.767",200,"https://elastic-elastic-elastic.org/people/type:astronauts/name:janice-voss/profile","142.81.2.152",ios,"success, info"
"Feb 18, 2023 @ 11:17:12.455",200,"https://cdn.elastic-elastic-elastic.org/styles/ads.css","243.169.209.141",ios,"warning, info"
"Feb 18, 2023 @ 11:15:40.443",200,"https://www.elastic.co/downloads/beats/metricbeat","129.11.135.241",ios,"success, info"
"Feb 18, 2023 @ 11:14:29.488",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","245.169.167.67","win xp","success, info"
"Feb 18, 2023 @ 11:13:28.719",200,"https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","190.132.103.99",ios,"success, info"
"Feb 18, 2023 @ 11:12:00.443",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","21.160.89.58",osx,"success, security"
"Feb 18, 2023 @ 11:11:56.117",503,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","231.185.3.235","win xp","warning, info"
"Feb 18, 2023 @ 11:11:52.763",200,"https://cdn.elastic-elastic-elastic.org/styles/semantic-ui.css","100.35.51.196","win 7","success, login"
"Feb 18, 2023 @ 11:10:38.634",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-windows-x86_64.zip","109.188.3.122","win 7","warning, info"
"Feb 18, 2023 @ 11:10:31.779",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","124.158.43.40",osx,"error, info"
"Feb 18, 2023 @ 11:04:51.478",200,"https://www.elastic.co/downloads/beats","164.85.94.243","win 8","success, info"
"Feb 18, 2023 @ 11:01:08.962",200,"https://www.elastic.co/solutions/site-search","221.0.214.157",osx,"success, security"
"Feb 18, 2023 @ 10:59:57.252",503,"https://www.elastic.co/solutions/enterprise-search","149.234.232.186",osx,"success, info"
"Feb 18, 2023 @ 10:55:01.924",200,"https://www.elastic.co/downloads/beats","190.43.53.42",osx,"success, info"
"Feb 18, 2023 @ 10:53:10.571",200,"https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","85.130.95.75","win 7","success, security"
"Feb 18, 2023 @ 10:50:32.865",200,"https://cdn.elastic-elastic-elastic.org/styles/ads.css","189.88.216.83",ios,"success, security"
"Feb 18, 2023 @ 10:50:22.830",200,"https://elastic-elastic-elastic.org/people/type:astronauts/name:david-wolf/profile","193.185.70.83",ios,"success, info"
"Feb 18, 2023 @ 10:48:56.666",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","106.96.54.101","win 7","warning, info"
"Feb 18, 2023 @ 10:46:55.842",200,"https://www.elastic.co/downloads","96.24.241.2","win xp","success, info"
"Feb 18, 2023 @ 10:45:14.483",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","139.177.77.124","win xp","warning, info"
"Feb 18, 2023 @ 10:36:57.506",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","231.173.169.84","win 8","success, info"
"Feb 18, 2023 @ 10:36:27.414",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","221.241.228.46","win 7","warning, info"
"Feb 18, 2023 @ 10:35:40.753",200,"https://www.elastic.co/downloads/beats/filebeat","224.212.74.197",osx,"success, info"
"Feb 18, 2023 @ 10:35:36.070",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","186.25.202.49","win 8","success, info"
"Feb 18, 2023 @ 10:33:57.563",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","148.29.164.109",osx,"success, security"
"Feb 18, 2023 @ 10:29:14.701",200,"https://cdn.elastic-elastic-elastic.org/styles/main.css","218.148.135.12","win 8","success, info"
"Feb 18, 2023 @ 10:26:32.431",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","37.68.248.33","win xp","success, info"
"Feb 18, 2023 @ 10:17:57.207",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","123.236.235.92","win xp","success, info"
"Feb 18, 2023 @ 10:15:22.722",200,"https://cdn.elastic-elastic-elastic.org/styles/semantic-ui.css","56.28.213.27","win xp","success, info"
"Feb 18, 2023 @ 10:14:32.049",200,"https://www.elastic.co/solutions/site-search","65.216.28.125","win xp","success, info"
"Feb 18, 2023 @ 10:10:59.391",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","22.8.152.230","win 7","success, info"
"Feb 18, 2023 @ 10:07:40.317",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","165.182.242.123","win 7","success, info"
"Feb 18, 2023 @ 10:03:15.415",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz","111.145.74.194","win 7","success, info"
"Feb 18, 2023 @ 10:01:03.891",200,"https://cdn.elastic-elastic-elastic.org/styles/semantic-ui.css","242.180.65.1",osx,"success, security"
"Feb 18, 2023 @ 09:55:36.889",200,"https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","26.150.255.63","win xp","success, info"
"Feb 18, 2023 @ 09:50:40.940",200,"https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","92.1.71.155","win xp","success, info"
"Feb 18, 2023 @ 09:47:04.743",200,"https://cdn.elastic-elastic-elastic.org/styles/ads.css","153.117.253.23",ios,"success, security"
"Feb 18, 2023 @ 09:45:42.475",200,"https://www.elastic.co/downloads/beats/filebeat","71.40.189.49","win 7","success, info"
"Feb 18, 2023 @ 09:44:07.059",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","50.20.160.245","win 8","success, security"
"Feb 18, 2023 @ 09:41:29.233",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","216.9.22.134",ios,"success, security"
"Feb 18, 2023 @ 09:40:50.883",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","100.23.142.133",ios,"success, info"
"Feb 18, 2023 @ 09:37:40.929",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","75.53.163.204",osx,"success, info"
"Feb 18, 2023 @ 09:35:35.710",200,"https://www.elastic.co/downloads/beats/metricbeat","160.47.202.19","win 7","warning, info"
"Feb 18, 2023 @ 09:29:49.146",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","102.141.197.171","win 7","success, info"
"Feb 18, 2023 @ 09:19:53.292",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","170.71.61.40","win 7","success, info"
"Feb 18, 2023 @ 09:18:18.459",404,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","116.201.23.81",ios,"success, info"
"Feb 18, 2023 @ 09:11:47.220",200,"https://www.elastic.co/downloads/beats","94.124.54.5","win 7","success, info"
"Feb 18, 2023 @ 09:06:21.202",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","41.24.121.113","win 7","success, info"
"Feb 18, 2023 @ 09:01:10.480",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","135.61.138.57","win xp","warning, info"
"Feb 18, 2023 @ 08:58:41.408",200,"https://www.elastic.co/solutions/site-search","246.106.125.113","win xp","success, info"
"Feb 18, 2023 @ 08:56:07.242",200,"https://www.elastic.co/downloads","155.29.9.237",osx,"success, security"
"Feb 18, 2023 @ 08:52:19.729",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","74.171.40.87","win xp","success, info"
"Feb 18, 2023 @ 08:51:35.801",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","205.100.202.199",ios,"success, info"
"Feb 18, 2023 @ 08:44:15.701",503,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","127.249.13.130","win xp","success, login"
"Feb 18, 2023 @ 08:43:27.721",200,"https://cdn.elastic-elastic-elastic.org/styles/semantic-ui.css","19.161.62.87","win xp","success, security"
"Feb 18, 2023 @ 08:40:59.811",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","27.243.169.69","win 8","success, info"
"Feb 18, 2023 @ 08:36:22.902",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","213.62.75.220","win 7","success, info"
"Feb 18, 2023 @ 08:35:52.041",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","243.189.131.153","win xp","warning, login"
"Feb 18, 2023 @ 08:35:01.954",404,"https://www.elastic.co/downloads/beats/filebeat","161.161.176.37",osx,"warning, info"
"Feb 18, 2023 @ 08:20:34.266",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip","55.14.242.192",ios,"success, info"
"Feb 18, 2023 @ 08:20:30.386",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","131.48.73.9","win 7","success, security"
"Feb 18, 2023 @ 08:03:40.545",200,"https://www.elastic.co/solutions/metrics","32.208.36.11",osx,"success, info"
"Feb 18, 2023 @ 07:57:38.859",200,"https://www.elastic.co/downloads/beats/metricbeat","81.157.71.85","win 7","success, info"
"Feb 18, 2023 @ 07:55:59.616",200,"https://www.elastic.co/downloads/beats","2.49.53.218","win 7","success, info"
"Feb 18, 2023 @ 07:51:23.064",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip","189.88.216.83","win 7","success, info"
"Feb 18, 2023 @ 07:27:26.618",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","85.210.168.78","win 7","success, info"
"Feb 18, 2023 @ 06:41:21.813",503,"https://www.elastic.co/downloads/enterprise","223.27.114.76","win 7","warning, security"
"Feb 18, 2023 @ 06:32:02.927",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","35.129.143.216",ios,"success, security"
"Feb 18, 2023 @ 06:13:55.616",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","237.31.111.6",osx,"success, info"
"Feb 18, 2023 @ 06:06:17.532",200,"https://elastic-elastic-elastic.org/people/type:astronauts/name:william-s-mcarthur/profile","8.106.16.196","win 8","success, info"
"Feb 18, 2023 @ 06:04:46.743",200,"https://www.elastic.co/downloads/beats/filebeat","132.186.182.124",osx,"success, info"
"Feb 18, 2023 @ 04:30:30.110",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","102.128.150.122","win 7","success, security"
"Feb 18, 2023 @ 04:14:28.231",200,"https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","77.84.169.7","win 8","success, security"
"Feb 18, 2023 @ 04:05:31.057",200,"https://www.elastic.co/downloads/beats","11.4.76.252","win 8","success, info"
"Feb 18, 2023 @ 03:40:26.055",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","152.231.39.78","win 7","warning, info"
"Feb 18, 2023 @ 03:24:53.405",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","59.245.12.17","win xp","error, info"
"Feb 18, 2023 @ 00:25:41.497",200,"https://www.elastic.co/solutions/app-search","254.207.11.2","win 8","success, info"
"Feb 17, 2023 @ 22:46:30.107",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","243.233.91.124",ios,"success, info"
"Feb 17, 2023 @ 22:45:26.885",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","43.36.19.135","win 7","success, info"
"Feb 17, 2023 @ 22:13:02.806",200,"https://www.elastic.co/downloads/beats/metricbeat","155.21.88.247",osx,"success, info"
"Feb 17, 2023 @ 21:50:14.846",200,"https://www.elastic.co/downloads/elasticsearch","81.157.71.85",osx,"warning, login"
